unique_id,recovered_label,match_source,cwe_id,source_project
108285,0,bigvul_only,,Chrome
134936,0,bigvul_only,,Chrome
128720,0,bigvul_only,,Chrome
107141,0,bigvul_only,,Chrome
164867,0,bigvul_only,,Chrome
24685,0,both_agree,,linux
18596,0,both_agree,,linux
183593,,unmatched,,
87482,0,both_agree,,FreeRDP
82318,0,bigvul_only,,Espruino
25181,0,bigvul_only,,linux
124048,0,bigvul_only,,Chrome
139098,,unmatched,,
7100,0,bigvul_only,,savannah
27935,0,both_agree,,linux
161034,0,bigvul_only,,Chrome
18241,0,both_agree,,memcached
53565,0,both_agree,,libarchive
176374,0,bigvul_only,,Android
131829,0,bigvul_only,,Chrome
133681,0,bigvul_only,,Chrome
113734,0,bigvul_only,,Chrome
44425,0,bigvul_only,,lxcfs
130378,0,bigvul_only,,Chrome
32752,0,both_agree,,linux
17266,0,bigvul_only,,savannah
20712,0,both_agree,,linux
3643,0,both_agree,,openssl
160148,0,bigvul_only,,Chrome
65318,0,both_agree,,linux
154531,0,bigvul_only,,Chrome
112099,0,bigvul_only,,Chrome
93259,0,both_agree,,linux
142763,0,bigvul_only,,Chrome
3033,0,both_agree,,ghostscript
168200,0,bigvul_only,,Chrome
59472,0,both_agree,,libxml2
109250,0,bigvul_only,,Chrome
66462,0,both_agree,,linux
185352,,unmatched,,
85839,0,both_agree,,linux
82941,0,both_agree,,radare2
141787,,unmatched,,
2436,0,both_agree,,samba
160517,0,bigvul_only,,Chrome
132140,0,bigvul_only,,Chrome
180301,conflict,internal_conflict,CWE-190,php-src
151066,0,bigvul_only,,Chrome
77939,0,both_agree,,ImageMagick6
11544,0,bigvul_only,,systemd
76147,0,both_agree,,keepalived
68007,0,bigvul_only,,ImageMagick
19643,0,both_agree,,bdwgc
22239,0,both_agree,,linux
32300,0,both_agree,,linux
185538,,unmatched,,
24532,0,diversevul_only,,linux
4540,0,both_agree,,php
38094,0,bigvul_only,,linux
180532,1,both_agree,,linux
53985,0,both_agree,,libndp
163228,,unmatched,,
107670,0,bigvul_only,,Chrome
84494,0,both_agree,,w3m
63250,0,bigvul_only,,wildmidi
175601,0,bigvul_only,,Android
104416,0,bigvul_only,,Chrome
94876,0,both_agree,,linux
105215,0,bigvul_only,,Chrome
112015,0,bigvul_only,,Chrome
41708,0,both_agree,,linux
110459,0,bigvul_only,,Chrome
133340,0,bigvul_only,,Chrome
91017,0,bigvul_only,,domoticz
79659,0,bigvul_only,,radare2
12627,0,both_agree,,savannah
80802,0,both_agree,,gpac
53187,0,both_agree,,linux
170738,,unmatched,,
173512,,unmatched,,
154407,0,bigvul_only,,Chrome
105000,0,bigvul_only,,Chrome
22742,0,both_agree,,linux
174257,0,bigvul_only,,Android
70064,0,bigvul_only,,redis
75539,0,both_agree,,linux
46745,0,bigvul_only,,linux
27477,0,both_agree,,linux
11911,0,both_agree,,openssl
111435,0,bigvul_only,,Chrome
114292,0,bigvul_only,,Chrome
27335,0,both_agree,,linux
65194,0,bigvul_only,,linux
49487,0,both_agree,,linux
171496,0,bigvul_only,,Android
66076,0,diversevul_only,,linux
178263,,unmatched,,
128832,0,bigvul_only,,Chrome
137095,0,bigvul_only,,Chrome
92927,0,bigvul_only,,rdesktop
135471,,unmatched,,
89172,0,both_agree,,oniguruma
127503,0,bigvul_only,,Chrome
24119,0,both_agree,,linux
17418,,unmatched,,
154528,0,bigvul_only,,Chrome
159726,0,bigvul_only,,Chrome
54053,0,both_agree,,linux
38373,0,both_agree,,linux
164473,0,bigvul_only,,Chrome
58448,0,both_agree,,hexchat
109821,0,bigvul_only,,Chrome
86341,0,both_agree,,linux
94049,0,both_agree,,linux
130093,0,bigvul_only,,Chrome
90300,0,both_agree,,linux
112478,0,bigvul_only,,Chrome
35282,0,both_agree,,linux
105985,,unmatched,,
22983,0,both_agree,,linux
160652,0,bigvul_only,,Chrome
30984,0,both_agree,,linux
67221,0,both_agree,,linux
64383,0,both_agree,,linux
135659,0,bigvul_only,,Chrome
65488,0,bigvul_only,,linux
66917,0,both_agree,,feh
137125,0,bigvul_only,,Chrome
50126,0,diversevul_only,,php-src
70913,0,both_agree,,libgd
11509,0,bigvul_only,,systemd
106912,0,bigvul_only,,Chrome
64378,0,both_agree,,linux
103543,0,primevul_corrected,CWE-264,Chrome
179306,1,diversevul_only,CWE-264,linux
128018,0,bigvul_only,,Chrome
79648,0,bigvul_only,,mstdlib
107778,0,bigvul_only,,Chrome
162646,0,bigvul_only,,Chrome
41354,0,both_agree,,linux
989,0,primevul_corrected,CWE-189,poppler
158061,,unmatched,,
151292,0,bigvul_only,,Chrome
56116,0,both_agree,,linux
16752,0,both_agree,,savannah
161627,0,bigvul_only,,Chrome
21085,0,diversevul_only,,linux-2.6
71823,0,both_agree,,ImageMagick
8528,0,bigvul_only,,tartarus
24653,0,both_agree,,linux
148777,0,bigvul_only,,Chrome
113995,,unmatched,,
90448,0,both_agree,,linux
169171,0,primevul_corrected,CWE-20,Chrome
77879,0,both_agree,,mongo-c-driver
63410,0,both_agree,,FFmpeg
105277,,unmatched,,
38525,0,both_agree,,linux
14247,0,both_agree,,php
180707,1,both_agree,CWE-264,linux
71744,0,primevul_corrected,CWE-119,ImageMagick
170279,0,bigvul_only,,Chrome
145514,0,bigvul_only,,Chrome
162425,0,bigvul_only,,Chrome
52628,0,both_agree,,linux
46133,0,both_agree,,linux
12572,0,bigvul_only,,qemu
133313,0,bigvul_only,,Chrome
83089,0,primevul_corrected,CWE-119,ngiflib
79274,0,both_agree,,suricata
33874,0,both_agree,,pacemaker
60108,0,bigvul_only,,radare2
90084,0,both_agree,,zstd
110316,0,bigvul_only,,Chrome
26959,0,both_agree,,nspluginwrapper
47780,0,both_agree,,linux
121527,0,bigvul_only,,Chrome
49322,0,both_agree,,linux
3702,0,both_agree,,qemu
28536,0,diversevul_only,,linux
44820,0,diversevul_only,,pigz
78244,0,both_agree,,OpenSC
68681,0,both_agree,,profanity
139644,0,bigvul_only,,Chrome
141373,0,bigvul_only,,Chrome
169021,0,bigvul_only,,Chrome
108975,0,bigvul_only,,Chrome
172054,0,bigvul_only,,Android
34078,0,both_agree,,linux
171615,0,bigvul_only,,Android
46400,0,both_agree,,linux
97424,0,bigvul_only,,Chrome
47812,0,diversevul_only,,linux
45186,0,both_agree,,openssl
74451,0,diversevul_only,,linux
66847,0,diversevul_only,CWE-404,linux
20570,0,diversevul_only,,kvm
165642,0,bigvul_only,,Chrome
128190,0,bigvul_only,,Chrome
173682,0,bigvul_only,,Android
53345,0,diversevul_only,,jansson
19914,0,both_agree,,linux
120745,0,bigvul_only,,Chrome
73371,0,diversevul_only,,libass
44290,0,both_agree,,linux
178422,1,bigvul_only,,openssl
151285,0,bigvul_only,,Chrome
43818,0,both_agree,,krb5
123070,0,bigvul_only,,Chrome
68368,0,diversevul_only,,linux
136934,0,bigvul_only,,Chrome
134012,0,bigvul_only,,Chrome
179643,1,both_agree,CWE-20,libreswan
5783,0,both_agree,,qemu
185602,1,bigvul_only,,Chrome
53533,0,both_agree,,libarchive
106779,0,bigvul_only,,Chrome
36619,0,both_agree,,cgminer
81299,0,both_agree,,linux
24574,0,both_agree,,linux
1786,0,both_agree,,busybox
117204,0,bigvul_only,,Chrome
133119,0,bigvul_only,,Chrome
118469,0,bigvul_only,,Chrome
120702,0,bigvul_only,,Chrome
148275,0,bigvul_only,,Chrome
188453,1,bigvul_only,CWE-119,Android
128515,0,bigvul_only,,Chrome
175036,0,primevul_corrected,CWE-20,Android
33003,0,both_agree,,linux
167004,0,bigvul_only,,Chrome
37488,0,bigvul_only,,linux
21042,0,both_agree,,linux
152317,0,bigvul_only,,Chrome
53348,0,both_agree,,jansson
135830,0,bigvul_only,,Chrome
144970,0,bigvul_only,,Chrome
76965,0,both_agree,,ovs
156,0,both_agree,,php
64179,0,both_agree,,httpd
58317,0,both_agree,,linux
2738,0,primevul_corrected,CWE-20,dbus
111453,0,bigvul_only,,Chrome
61404,0,both_agree,,FFmpeg
185343,1,bigvul_only,CWE-119,Chrome
138041,0,bigvul_only,,Chrome
84649,0,both_agree,,w3m
8954,0,diversevul_only,,qemu
27024,0,both_agree,,nspluginwrapper
35170,0,both_agree,,linux
21700,0,diversevul_only,,linux
59305,0,both_agree,,linux
141062,0,bigvul_only,,Chrome
132045,0,bigvul_only,,Chrome
112000,0,bigvul_only,,Chrome
1917,0,bigvul_only,,spice
49625,0,both_agree,,linux
42615,0,both_agree,,linux
72340,0,both_agree,,src
77711,0,both_agree,,ovs
36160,0,both_agree,,monkey
69875,0,both_agree,,tor
3347,0,both_agree,,qemu
113520,0,bigvul_only,,Chrome
77243,0,bigvul_only,,ovs
175596,0,bigvul_only,,Android
115770,,unmatched,,
164924,,unmatched,,
129410,0,bigvul_only,,Chrome
84385,0,both_agree,,flatpak
9651,0,both_agree,,php
57728,0,bigvul_only,,linux
77709,0,both_agree,,ovs
134844,0,bigvul_only,,Chrome
12683,0,both_agree,,openssl
135312,0,bigvul_only,,Chrome
50993,0,bigvul_only,,linux
154027,0,bigvul_only,,Chrome
171602,0,bigvul_only,,Android
32227,0,both_agree,,linux
63126,0,both_agree,,ioq3
160358,0,bigvul_only,,Chrome
119161,0,bigvul_only,,Chrome
15756,0,both_agree,,qemu
117547,0,bigvul_only,,Chrome
8009,0,both_agree,,qemu
161984,0,bigvul_only,,Chrome
1852,0,bigvul_only,,spice
180240,conflict,internal_conflict,CWE-190,php-src
21193,0,both_agree,,linux
101086,0,bigvul_only,,Chrome
163183,,unmatched,,
172067,0,bigvul_only,,Android
150696,0,bigvul_only,,Chrome
122899,0,bigvul_only,,Chrome
183072,1,diversevul_only,CWE-200,linux
53015,0,both_agree,,ImageMagick
89119,0,both_agree,,oniguruma
135138,0,bigvul_only,,Chrome
59426,0,both_agree,,libxml2
24483,0,both_agree,,linux
150758,,unmatched,,
48373,0,both_agree,,libtiff
148335,0,bigvul_only,,Chrome
107353,0,bigvul_only,,Chrome
66061,0,both_agree,,linux
87586,0,both_agree,,FreeRDP
145601,0,bigvul_only,,Chrome
122582,0,bigvul_only,,Chrome
126292,0,bigvul_only,,Chrome
32391,0,both_agree,,linux
177056,0,bigvul_only,,Android
143847,0,bigvul_only,,Chrome
1944,0,bigvul_only,,spice
157034,0,bigvul_only,,Chrome
60050,0,both_agree,,radare2
96860,0,bigvul_only,,linux
155990,0,bigvul_only,,Chrome
46652,0,bigvul_only,,linux
3439,0,both_agree,,savannah
160904,0,bigvul_only,,Chrome
171900,0,bigvul_only,,Android
121469,0,bigvul_only,,Chrome
13965,0,both_agree,,ghostscript
43822,0,both_agree,,krb5
88991,0,both_agree,,ImageMagick
141510,0,primevul_corrected,CWE-79,Chrome
110529,0,bigvul_only,,Chrome
144606,0,bigvul_only,,Chrome
175632,0,bigvul_only,,Android
141695,0,bigvul_only,,Chrome
155861,,unmatched,,
185846,,unmatched,,
143472,0,bigvul_only,,Chrome
139538,0,bigvul_only,,Chrome
143471,0,bigvul_only,,Chrome
98539,0,bigvul_only,,Chrome
120916,,unmatched,,
33472,0,bigvul_only,,linux
26159,0,bigvul_only,,linux
177671,0,bigvul_only,,Android
91778,0,both_agree,,libcomps
81420,0,both_agree,,linux
56519,conflict,both_disagree,,linux
59536,0,both_agree,,libxml2
16179,0,bigvul_only,,htcondor
142679,0,bigvul_only,,Chrome
129631,0,bigvul_only,,Chrome
96942,,unmatched,,
126503,0,bigvul_only,,Chrome
101769,,unmatched,,
103457,0,bigvul_only,,Chrome
178021,1,bigvul_only,CWE-119,savannah
84461,0,diversevul_only,,w3m
121336,0,bigvul_only,,Chrome
2519,0,bigvul_only,,postgresql
167378,0,bigvul_only,,Chrome
83203,0,both_agree,,linux
130626,0,bigvul_only,,Chrome
107928,0,bigvul_only,,Chrome
93723,0,both_agree,,cJSON
185354,1,bigvul_only,,Chrome
11510,0,bigvul_only,,systemd
39683,0,both_agree,,linux
8537,0,bigvul_only,,tartarus
187723,,unmatched,,
167959,0,bigvul_only,,Chrome
54110,0,both_agree,,linux
183662,1,bigvul_only,,Chrome
100513,0,primevul_corrected,,Chrome
97435,0,bigvul_only,,Chrome
29627,0,both_agree,,linux
44790,0,both_agree,,pigz
111446,0,bigvul_only,,Chrome
91172,0,both_agree,,ImageMagick
123723,0,primevul_corrected,CWE-22,Chrome
143114,0,bigvul_only,,Chrome
136177,0,bigvul_only,,Chrome
107961,0,bigvul_only,,Chrome
69419,0,bigvul_only,,linux
27369,0,both_agree,,linux
141634,0,bigvul_only,,Chrome
69248,0,both_agree,,libtiff
40507,0,both_agree,,linux
55676,0,bigvul_only,,linux
44182,0,both_agree,,openssl
35882,0,both_agree,,linux
38778,0,both_agree,,postgres
46007,0,bigvul_only,,illumos-gate
98224,0,bigvul_only,,Chrome
118584,0,bigvul_only,,Chrome
87002,0,both_agree,,optee_os
97926,0,bigvul_only,,Chrome
123265,0,bigvul_only,,Chrome
66410,0,both_agree,,qemu
10279,0,bigvul_only,,savannah
91916,0,both_agree,,linux
17974,conflict,internal_conflict,CWE-119,mindrot
46653,0,bigvul_only,,linux
145236,0,bigvul_only,,Chrome
141139,0,bigvul_only,,Chrome
83356,0,both_agree,,mbedtls
171250,0,bigvul_only,,Android
119260,0,bigvul_only,,Chrome
55718,0,both_agree,,libarchive
48961,0,diversevul_only,,linux
107578,0,bigvul_only,,Chrome
94032,0,bigvul_only,,capstone
135090,0,bigvul_only,,Chrome
45679,0,bigvul_only,,linux
15709,0,both_agree,,qemu
6524,0,primevul_corrected,CWE-119,savannah
55952,0,both_agree,,linux
119761,0,bigvul_only,,Chrome
129530,0,bigvul_only,,Chrome
75971,0,both_agree,,keepalived
57518,0,diversevul_only,,linux
60287,0,both_agree,,linux
37101,1,diversevul_only,CWE-264,linux
63297,0,both_agree,,ImageMagick
154509,0,bigvul_only,,Chrome
18863,0,both_agree,,linux
176272,0,bigvul_only,,Android
159541,0,bigvul_only,,Chrome
17895,0,diversevul_only,,qemu
45262,0,both_agree,,linux
74627,0,both_agree,,util-linux
97220,0,bigvul_only,,Chrome
25081,0,both_agree,,linux
110959,0,bigvul_only,,Chrome
128027,0,bigvul_only,,Chrome
181799,1,both_agree,CWE-20,ImageMagick
138938,0,bigvul_only,,Chrome
33675,0,both_agree,,krb5
153263,,unmatched,,
48190,1,diversevul_only,CWE-119,libtiff
30654,0,both_agree,,linux
