unique_id,check_ids
6863,cstyleCast
6867,dangerousTypeCast
6882,cstyleCast
6884,cstyleCast
6891,syntaxError
6912,syntaxError
6921,syntaxError
6929,syntaxError
6934,constParameterPointer
6935,syntaxError
6942,syntaxError
6968,syntaxError
6970,syntaxError
6973,syntaxError
6978,syntaxError
6979,syntaxError
6985,syntaxError
6996,syntaxError
7006,syntaxError
7016,syntaxError
7029,syntaxError
7045,syntaxError
7076,syntaxError
7080,syntaxError
7081,syntaxError
7086,syntaxError
7094,syntaxError
7100,syntaxError
7101,syntaxError
7111,syntaxError
7114,syntaxError
7124,syntaxError
7128,syntaxError
7139,syntaxError
7142,syntaxError
7163,syntaxError
7204,unknownMacro
7245,constVariablePointer;cstyleCast;variableScope
7255,syntaxError
7271,cstyleCast
7274,cstyleCast;variableScope
7284,syntaxError
7292,syntaxError
7297,syntaxError
7298,syntaxError
7334,syntaxError
7337,syntaxError
7340,syntaxError
7363,syntaxError
7369,syntaxError
7375,syntaxError
7379,syntaxError
7383,syntaxError
7391,syntaxError
7392,syntaxError
7407,constParameterPointer
7410,constParameterPointer
7467,syntaxError
7491,syntaxError
7500,syntaxError
7505,syntaxError
7525,syntaxError
7546,syntaxError
7563,redundantAssignment;variableScope
7568,constParameterPointer
7660,variableScope
7673,cstyleCast
7674,cstyleCast
7679,cstyleCast
7688,cstyleCast
7715,variableScope
7745,syntaxError
7773,constParameterPointer;constVariablePointer
7818,syntaxError
7822,syntaxError
7827,syntaxError
7848,constParameterPointer
7918,variableScope
7953,constParameterPointer
7974,dangerousTypeCast
7992,dangerousTypeCast
7994,constParameterPointer
8050,cstyleCast
8052,syntaxError
8072,variableScope
8098,variableScope
8140,cstyleCast;variableScope
8167,dangerousTypeCast
8263,syntaxError
8273,syntaxError
8282,constParameterPointer
8288,constVariablePointer;variableScope
8302,syntaxError
8345,variableScope
8374,dangerousTypeCast
8377,constVariablePointer;cstyleCast
8413,syntaxError
8416,syntaxError
8420,syntaxError
8426,syntaxError
8450,syntaxError
8500,unreachableCode
8522,cstyleCast
8554,constVariablePointer;cstyleCast
8586,cstyleCast
8660,constVariablePointer
8670,variableScope
8680,syntaxError
8682,syntaxError
8684,syntaxError
8688,syntaxError
8725,uninitvar
8740,syntaxError
8754,constParameterPointer
8788,variableScope
8945,cstyleCast;variableScope
9005,syntaxError
9092,cstyleCast;dangerousTypeCast;invalidPointerCast
9110,variableScope
9175,cstyleCast
9387,constVariablePointer;cstyleCast
9388,syntaxError
9390,syntaxError
9414,variableScope
9431,cstyleCast
9487,syntaxError
9496,constVariablePointer;cstyleCast
9501,syntaxError
9607,unknownMacro
9619,cstyleCast
9620,cstyleCast
9633,cstyleCast;variableScope
9635,constVariablePointer;cstyleCast
9668,unknownMacro
9683,syntaxError
9684,syntaxError
9691,syntaxError
9707,syntaxError
9731,syntaxError
9758,variableScope
9807,constVariablePointer;shadowArgument
9845,syntaxError
9853,syntaxError
9951,cstyleCast
9981,unreadVariable
9987,syntaxError
9999,syntaxError
10011,syntaxError
10017,syntaxError
10020,syntaxError
10028,syntaxError
10031,syntaxError
10049,syntaxError
10053,syntaxError
10059,syntaxError
10060,syntaxError
10065,syntaxError
10076,syntaxError
10081,syntaxError
10125,syntaxError
10137,syntaxError
10141,syntaxError
10145,syntaxError
10148,syntaxError
10152,syntaxError
10167,syntaxError
10179,syntaxError
10185,syntaxError
10198,syntaxError
10210,syntaxError
10221,syntaxError
10237,syntaxError
10240,syntaxError
10242,syntaxError
10255,syntaxError
10279,syntaxError
10289,syntaxError
10318,syntaxError
10319,syntaxError
10320,syntaxError
10330,syntaxError
10336,syntaxError
10338,syntaxError
10356,syntaxError
10371,syntaxError
10374,syntaxError
10375,syntaxError
10376,syntaxError
10399,syntaxError
10412,variableScope
10479,cstyleCast;dangerousTypeCast
10492,syntaxError
10509,syntaxError
10534,variableScope
10538,syntaxError
10564,syntaxError
10585,syntaxError
10591,syntaxError
10617,syntaxError
10624,syntaxError
10625,syntaxError
10628,syntaxError
10632,syntaxError
10637,syntaxError
10639,syntaxError
10657,syntaxError
10659,syntaxError
10663,syntaxError
10669,syntaxError
10702,syntaxError
10708,syntaxError
10712,syntaxError
10717,syntaxError
10719,syntaxError
10728,syntaxError
10752,syntaxError
10761,cstyleCast
10765,cstyleCast
10813,constStatement;cstyleCast
10870,syntaxError
10875,syntaxError
10876,syntaxError
10890,syntaxError
10896,syntaxError
10902,syntaxError
10910,syntaxError
10913,syntaxError
10922,syntaxError
10931,variableScope
10943,variableScope
10944,unknownMacro
10965,cstyleCast
10967,unknownMacro
10972,unknownMacro
10985,unknownMacro
10992,cstyleCast
11018,syntaxError
11028,syntaxError
11049,constParameterPointer
11082,constVariablePointer
11101,variableScope
11114,badBitmaskCheck
11144,unreadVariable
11188,cstyleCast
11232,cstyleCast
11240,variableScope
11281,syntaxError
11316,syntaxError
11321,syntaxError
11345,syntaxError
11348,syntaxError
11349,syntaxError
11351,syntaxError
11360,syntaxError
11363,syntaxError
11364,syntaxError
11369,syntaxError
11385,syntaxError
11389,syntaxError
11391,syntaxError
11393,syntaxError
11409,syntaxError
11414,syntaxError
11421,syntaxError
11424,syntaxError
11427,syntaxError
11438,syntaxError
11441,syntaxError
11442,syntaxError
11463,syntaxError
11473,syntaxError
11476,syntaxError
11479,syntaxError
11490,syntaxError
11493,syntaxError
11589,syntaxError
11607,syntaxError
11610,syntaxError
11634,syntaxError
11637,syntaxError
11653,syntaxError
11675,syntaxError
11678,syntaxError
11687,syntaxError
11702,syntaxError
11704,syntaxError
11735,syntaxError
11737,syntaxError
11741,syntaxError
11761,syntaxError
11762,syntaxError
11782,syntaxError
11785,syntaxError
11789,syntaxError
11795,syntaxError
11805,syntaxError
11807,syntaxError
11811,syntaxError
11872,constVariablePointer;redundantInitialization
11918,constStatement
12031,variableScope
12033,constParameterPointer
12047,constParameterPointer
12094,constParameterPointer
12275,syntaxError
12280,syntaxError
12283,syntaxError
12284,syntaxError
12306,syntaxError
12332,unknownMacro
12333,unknownMacro
12334,unknownMacro
12345,unknownMacro
12366,cstyleCast
12378,cstyleCast
12406,unknownMacro
12410,unknownMacro
12419,unknownMacro
12432,cstyleCast;uninitvar;variableScope
12438,cstyleCast
12439,cstyleCast
12444,constVariablePointer;cstyleCast
12445,cstyleCast
12461,syntaxError
12477,cstyleCast;unreadVariable
12496,syntaxError
12497,syntaxError
12518,syntaxError
12527,syntaxError
12531,syntaxError
12544,syntaxError
12632,syntaxError
12640,syntaxError
12644,syntaxError
12646,syntaxError
12650,syntaxError
12655,syntaxError
12671,syntaxError
12695,cstyleCast
12702,variableScope
12715,cstyleCast
12728,cstyleCast
12763,syntaxError
12773,constParameterPointer
12798,constParameterPointer
12822,cstyleCast
12830,cstyleCast
12835,cstyleCast
12917,constParameterPointer
12942,shadowVariable
12943,syntaxError
12949,syntaxError
12952,syntaxError
12966,syntaxError
12969,syntaxError
12973,syntaxError
12992,syntaxError
13010,syntaxError
13015,syntaxError
13021,syntaxError
13037,syntaxError
13038,syntaxError
13052,syntaxError
13087,syntaxError
13090,syntaxError
13108,constParameterPointer
13114,constVariablePointer
13152,syntaxError
13153,syntaxError
13158,syntaxError
13159,syntaxError
13167,syntaxError
13173,syntaxError
13177,syntaxError
13186,syntaxError
13226,syntaxError
13245,syntaxError
13259,syntaxError
13279,syntaxError
13284,syntaxError
13292,syntaxError
13303,syntaxError
13327,syntaxError
13329,syntaxError
13354,syntaxError
13362,syntaxError
13518,syntaxError
13626,cstyleCast;dangerousTypeCast
13630,variableScope
13641,cstyleCast
13644,cstyleCast
13652,variableScope
13675,syntaxError
13736,cstyleCast
13783,clarifyCalculation;cstyleCast
13795,cstyleCast;variableScope
13810,cstyleCast
13855,uninitvar
13870,syntaxError
13881,syntaxError
13887,syntaxError
13896,syntaxError
13930,syntaxError
13965,syntaxError
13972,syntaxError
13978,syntaxError
13983,syntaxError
13986,syntaxError
13988,syntaxError
14036,syntaxError
14060,cstyleCast
14062,syntaxError
14084,syntaxError
14096,syntaxError
14104,syntaxError
14105,syntaxError
14116,syntaxError
14125,syntaxError
14128,constParameterPointer
14144,constVariablePointer;dangerousTypeCast
14157,dangerousTypeCast
14158,dangerousTypeCast
14182,syntaxError
14184,constParameterPointer
14198,unknownMacro
14214,unknownMacro
14215,unknownMacro
14224,unknownMacro
14225,unknownMacro
14233,nullPointer
14242,cstyleCast
14260,cstyleCast
14266,unknownMacro
14281,unknownMacro
14284,syntaxError
14317,variableScope
14326,syntaxError
14341,constVariablePointer
14357,constParameterPointer
14373,variableScope
14382,syntaxError
14391,syntaxError
14397,syntaxError
14424,syntaxError
14427,syntaxError
14510,constVariablePointer;cstyleCast
14533,cstyleCast
14560,constVariablePointer
14561,cstyleCast
14587,syntaxError
14591,syntaxError
14596,syntaxError
14618,variableScope
14661,constVariablePointer
14672,cstyleCast
14753,unknownMacro
14761,unknownMacro
14772,cstyleCast
14774,cstyleCast
14775,variableScope
14784,syntaxError
14785,syntaxError
14798,syntaxError
14804,syntaxError
14806,syntaxError
14808,syntaxError
14810,syntaxError
14828,syntaxError
14832,syntaxError
14879,unknownMacro
14900,constParameterPointer;cstyleCast
14910,cstyleCast;dangerousTypeCast
14934,syntaxError
14946,syntaxError
14958,syntaxError
14968,syntaxError
14987,syntaxError
14990,syntaxError
15001,syntaxError
15006,syntaxError
15008,syntaxError
15011,syntaxError
15044,unknownMacro
15045,unknownMacro
15055,unknownMacro
15103,unknownMacro
15108,unknownMacro
15128,unknownMacro
15168,unknownMacro
15207,unknownMacro
15229,cstyleCast;shadowVariable;variableScope
15238,cstyleCast
15241,cstyleCast
15247,unknownMacro
15249,unknownMacro
15251,unknownMacro
15255,unknownMacro
15273,unknownMacro
15276,unknownMacro
15316,unknownMacro
15354,unknownMacro
15399,syntaxError
15401,syntaxError
15407,syntaxError
15433,syntaxError
15468,syntaxError
15477,syntaxError
15484,syntaxError
15493,syntaxError
15495,syntaxError
15498,syntaxError
15526,syntaxError
15548,syntaxError
15550,syntaxError
15556,syntaxError
15560,syntaxError
15574,syntaxError
15575,syntaxError
15605,syntaxError
15623,constParameterPointer
15631,unknownMacro
15657,cstyleCast
15667,cstyleCast
15686,cstyleCast
15709,constVariablePointer
15728,variableScope
15733,arithOperationsOnVoidPointer;cstyleCast
15743,cstyleCast
15792,cstyleCast
15796,cstyleCast
15809,cstyleCast;dangerousTypeCast
15810,cstyleCast
15953,cstyleCast;duplicateExpression
15967,syntaxError
15978,syntaxError
15979,syntaxError
15983,syntaxError
15991,syntaxError
15998,constParameterPointer
16061,cstyleCast
16095,syntaxError
16122,cstyleCast
16172,nullPointerOutOfMemory
16176,nullPointerOutOfMemory;variableScope
16179,nullPointerOutOfMemory
16181,syntaxError
16264,cstyleCast
16363,syntaxError
16370,syntaxError
16377,syntaxError
16456,syntaxError
16473,syntaxError
16484,syntaxError
16488,syntaxError
16489,syntaxError
16494,syntaxError
16497,syntaxError
16500,syntaxError
16510,syntaxError
16559,cstyleCast
16583,cstyleCast
16650,cstyleCast
16706,syntaxError
16711,syntaxError
16752,syntaxError
16759,constParameterPointer
16794,constParameterPointer
16799,cstyleCast;dangerousTypeCast
16804,constParameterPointer;variableScope
16864,knownConditionTrueFalse
16922,cstyleCast
16930,cstyleCast
16931,cstyleCast
17222,syntaxError
17258,syntaxError
17259,syntaxError
17262,syntaxError
17266,syntaxError
17298,syntaxError
17315,syntaxError
17317,syntaxError
17326,syntaxError
17349,syntaxError
17352,syntaxError
17358,syntaxError
17362,syntaxError
17378,syntaxError
17379,syntaxError
17414,syntaxError
17418,syntaxError
17424,syntaxError
17425,syntaxError
17427,syntaxError
17461,syntaxError
17465,syntaxError
17469,syntaxError
17470,syntaxError
17471,syntaxError
17478,syntaxError
17479,syntaxError
17487,syntaxError
17514,syntaxError
17536,syntaxError
17560,syntaxError
17562,syntaxError
17578,syntaxError
17581,syntaxError
17603,syntaxError
17609,syntaxError
17615,syntaxError
17619,syntaxError
17661,syntaxError
17683,syntaxError
17692,syntaxError
17696,syntaxError
17703,syntaxError
17723,syntaxError
17724,syntaxError
17728,syntaxError
17738,syntaxError
17758,syntaxError
17763,cstyleCast
17764,syntaxError
17775,syntaxError
17783,syntaxError
17787,syntaxError
17788,syntaxError
17799,variableScope
17831,syntaxError
17838,syntaxError
17865,clarifyCalculation
17895,dangerousTypeCast
17941,syntaxError
17956,syntaxError
17961,syntaxError
17962,syntaxError
17967,syntaxError
17968,syntaxError
17974,syntaxError
17978,syntaxError
17981,syntaxError
17984,syntaxError
18007,syntaxError
18009,syntaxError
18011,syntaxError
18012,syntaxError
18056,syntaxError
18062,syntaxError
18065,syntaxError
18079,syntaxError
18115,syntaxError
18119,syntaxError
18153,syntaxError
18164,syntaxError
18170,syntaxError
18190,dangerousTypeCast;variableScope
18252,cstyleCast
18325,syntaxError
18328,syntaxError
18336,syntaxError
18340,syntaxError
18342,syntaxError
18343,syntaxError
18374,syntaxError
18392,syntaxError
18405,syntaxError
18415,constParameterPointer
18425,constParameterPointer
18427,variableScope
18436,knownConditionTrueFalse
18454,constVariablePointer;variableScope
18466,syntaxError
18477,cstyleCast
18481,syntaxError
18486,constVariablePointer
18502,syntaxError
18596,knownConditionTrueFalse
18608,variableScope
18612,dangerousTypeCast
18627,dangerousTypeCast
18636,cstyleCast;dangerousTypeCast
18836,constVariablePointer
18860,cstyleCast
18863,unknownMacro
18865,cstyleCast
18883,variableScope
18890,cstyleCast
18925,constVariablePointer;cstyleCast
18932,cstyleCast
18968,cstyleCast;dangerousTypeCast
19064,constVariablePointer
19093,dangerousTypeCast
19129,constVariablePointer
19167,dangerousTypeCast;redundantInitialization
19241,syntaxError
19279,constVariablePointer
19283,constParameterPointer
19285,dangerousTypeCast
19296,constVariablePointer
19311,constParameterPointer
19346,syntaxError
19368,unknownMacro
19376,unknownMacro
19445,variableScope
19454,syntaxError
19457,arithOperationsOnVoidPointer;constParameterPointer;cstyleCast
19464,unknownMacro
19471,constParameterPointer
19497,syntaxError
19531,cstyleCast
19532,cstyleCast
19547,constParameterPointer
19569,constParameterPointer
19579,variableScope
19605,cstyleCast
19613,constParameterPointer
19648,cstyleCast
19656,constVariablePointer
19774,constVariablePointer
19793,syntaxError
19858,unreadVariable
20009,leakReturnValNotUsed
20078,syntaxError
20089,syntaxError
20090,syntaxError
20177,constParameterPointer
20180,constParameterPointer
20186,constParameterPointer
20214,syntaxError
20516,variableScope
20520,constParameterPointer;unreadVariable
20600,constParameterPointer
20621,cstyleCast
20622,constVariablePointer
20625,cstyleCast
20666,constVariablePointer
20738,constParameterPointer
20805,arithOperationsOnVoidPointer
20848,constParameterPointer
20894,arithOperationsOnVoidPointer;variableScope
20929,syntaxError
20935,unknownMacro
20941,syntaxError
20980,constParameterPointer
20989,constParameterPointer
20998,constParameterPointer
21015,syntaxError
21039,constParameterPointer
21056,unknownMacro
21058,knownConditionTrueFalse
21065,syntaxError
21130,unknownMacro
21193,leakReturnValNotUsed
21218,cstyleCast
21244,constParameterPointer
21304,leakReturnValNotUsed
21310,constParameterPointer
21327,constVariablePointer
21359,constParameterPointer
21467,cstyleCast
21471,cstyleCast
21475,syntaxError
21481,syntaxError
21494,syntaxError
21507,syntaxError
21525,leakReturnValNotUsed
21557,constVariablePointer;cstyleCast
21582,syntaxError
21694,constParameterPointer
21706,syntaxError
21833,syntaxError
21851,cstyleCast
21863,constParameterPointer
21865,constParameterPointer
21928,syntaxError
21932,syntaxError
21963,syntaxError
21980,syntaxError
21990,syntaxError
21991,syntaxError
22001,syntaxError
22005,syntaxError
22009,syntaxError
22010,syntaxError
22038,syntaxError
22042,syntaxError
22064,syntaxError
22071,syntaxError
22105,syntaxError
22159,knownConditionTrueFalse
22200,constParameterPointer;constVariablePointer
22201,constParameterPointer;dangerousTypeCast
22202,constParameterPointer;constVariablePointer
22205,variableScope
22220,constParameterPointer
22239,cstyleCast
22388,constParameterPointer
22411,unknownMacro
22429,constParameterPointer
22649,constParameterPointer
22660,syntaxError
22663,syntaxError
22688,constParameterPointer
22723,dangerousTypeCast
22750,variableScope
22757,cstyleCast
22893,syntaxError
22920,syntaxError
22936,syntaxError
22937,leakReturnValNotUsed
22945,syntaxError
22953,syntaxError
22966,leakReturnValNotUsed
22975,unusedVariable
22980,unusedVariable
22983,unusedVariable
22986,dangerousTypeCast;legacyUninitvar;variableScope
22988,constParameterPointer;unusedVariable
22993,unusedVariable
22995,unusedVariable
23013,dangerousTypeCast;uninitvar;unreadVariable
23014,unusedVariable
23027,constParameterPointer;unusedVariable
23037,constVariablePointer;cstyleCast;dangerousTypeCast;uninitvar
23065,unusedVariable
23070,unusedVariable
23155,syntaxError
23199,variableScope
23228,constVariablePointer
23276,dangerousTypeCast
23328,syntaxError
23358,syntaxError
23370,unreadVariable
23519,syntaxError
23520,syntaxError
23529,cstyleCast;dangerousTypeCast
23581,variableScope
23593,constParameterPointer
23597,cstyleCast
23620,syntaxError
23621,syntaxError
23638,syntaxError
23646,syntaxError
23662,syntaxError
23773,constVariablePointer;cstyleCast
23919,cstyleCast;variableScope
23948,constParameterPointer;dangerousTypeCast
23957,constParameterPointer
23962,constParameterPointer
23979,unreadVariable;variableScope
24001,constParameterPointer
24014,variableScope
24046,cstyleCast;dangerousTypeCast
24074,variableScope
24079,cstyleCast;unreadVariable
24131,constVariablePointer;cstyleCast;variableScope
24139,syntaxError
24151,syntaxError
24182,syntaxError
24239,syntaxError
24255,syntaxError
24276,cstyleCast;variableScope
24315,knownConditionTrueFalse
24425,cstyleCast
24426,constParameterPointer
24434,constParameterPointer
24463,constParameterPointer
24483,syntaxError
24489,syntaxError
24494,syntaxError
24497,syntaxError
24500,syntaxError
24505,syntaxError
24507,syntaxError
24508,syntaxError
24509,syntaxError
24511,syntaxError
24532,variableScope
24571,constParameterPointer
24646,constVariablePointer;variableScope
24651,syntaxError
24715,syntaxError
24716,syntaxError
24727,syntaxError
24728,syntaxError
24751,constVariablePointer;variableScope
24778,constParameterPointer
24803,constParameterPointer
24834,constParameterPointer
24865,unknownMacro
24877,arithOperationsOnVoidPointer
24909,unknownMacro
24957,syntaxError
24967,cstyleCast;dangerousTypeCast
24981,cstyleCast;dangerousTypeCast;variableScope
25015,syntaxError
25033,uninitMemberVarNoCtor
25061,dangerousTypeCast
25071,constVariablePointer
25113,cstyleCast
25131,dangerousTypeCast
25158,constParameterPointer
25216,dangerousTypeCast
25218,constVariablePointer
25233,constParameterPointer
25240,syntaxError
25246,syntaxError
25280,syntaxError
25290,syntaxError
25299,syntaxError
25356,syntaxError
25378,syntaxError
25492,constParameterPointer
25542,constParameterPointer
25548,cstyleCast
25595,constParameterPointer
25603,syntaxError
25627,constParameterPointer
25633,constParameterPointer
25647,cstyleCast;dangerousTypeCast;shadowArgument
25721,cstyleCast
25740,cstyleCast
25762,syntaxError
25771,syntaxError
25787,variableScope
25922,syntaxError
25932,syntaxError
25939,constParameterPointer;variableScope
25957,syntaxError
25990,syntaxError
25995,syntaxError
26010,syntaxError
26017,syntaxError
26127,unknownMacro
26215,syntaxError
26241,syntaxError
26261,syntaxError
26265,syntaxError
26323,unknownMacro
26353,constParameterPointer
26376,syntaxError
26409,variableScope
26425,constParameterPointer;cstyleCast;redundantInitialization
26473,identicalConditionAfterEarlyExit
26503,cstyleCast;variableScope
26527,cstyleCast
26537,constParameterPointer
26560,constParameterPointer;constVariablePointer
26608,constVariablePointer
26619,constVariablePointer;cstyleCast;dangerousTypeCast
26642,syntaxError
26717,variableScope
26841,variableScope
