unique_id,n_hits,any_hit,has_error_level
4744,0,False,False
185247,0,False,False
37728,0,False,False
129654,0,False,False
26781,0,False,False
135548,0,False,False
22411,0,False,False
180229,0,False,False
140502,0,False,False
128681,0,False,False
75374,0,False,False
73421,0,False,False
153647,0,False,False
115909,0,False,False
118430,0,False,False
183705,0,False,False
49163,0,False,False
99014,1,True,True
113275,0,False,False
152898,0,False,False
95273,0,False,False
134499,0,False,False
154714,0,False,False
119189,0,False,False
24356,0,False,False
182073,0,False,False
140576,0,False,False
126463,0,False,False
4448,0,False,False
123870,0,False,False
37391,0,False,False
17931,0,False,False
135862,0,False,False
175730,0,False,False
89893,5,True,False
118299,0,False,False
100539,0,False,False
178003,0,False,False
107453,0,False,False
99613,0,False,False
187683,0,False,False
140604,0,False,False
114652,0,False,False
114081,0,False,False
32960,1,True,False
7432,0,False,False
8992,0,False,False
106498,0,False,False
37781,0,False,False
35972,0,False,False
180175,1,True,False
43416,0,False,False
45971,8,True,True
88988,0,False,False
55537,0,False,False
135943,0,False,False
65532,0,False,False
83264,0,False,False
165978,0,False,False
165514,0,False,False
74349,0,False,False
78065,0,False,False
21842,0,False,False
99412,0,False,False
36445,0,False,False
18722,0,False,False
101718,0,False,False
181611,1,True,False
132728,0,False,False
166462,0,False,False
4611,0,False,False
143479,0,False,False
18627,1,True,False
145921,0,False,False
88491,0,False,False
59330,0,False,False
10657,0,False,False
84460,0,False,False
164039,0,False,False
5181,0,False,False
531,0,False,False
104629,0,False,False
175840,0,False,False
66218,0,False,False
186706,0,False,False
52955,0,False,False
101040,0,False,False
174214,0,False,False
68409,0,False,False
16711,1,True,False
154079,0,False,False
57950,0,False,False
96894,0,False,False
24094,0,False,False
170017,0,False,False
82131,0,False,False
62383,0,False,False
39278,0,False,False
136775,0,False,False
176139,0,False,False
53804,0,False,False
96986,0,False,False
512,0,False,False
131430,0,False,False
167385,0,False,False
25922,0,False,False
65451,0,False,False
53491,0,False,False
89251,0,False,False
116324,0,False,False
65685,0,False,False
91240,1,True,False
182573,0,False,False
46973,1,True,False
48717,0,False,False
44605,0,False,False
100024,0,False,False
158346,0,False,False
33890,0,False,False
16042,0,False,False
133572,0,False,False
183180,0,False,False
29911,1,True,False
169532,0,False,False
126646,0,False,False
184660,0,False,False
52810,0,False,False
13702,0,False,False
128746,0,False,False
165764,0,False,False
129137,0,False,False
114177,0,False,False
149059,0,False,False
141087,0,False,False
45998,0,False,False
38197,0,False,False
28214,0,False,False
67391,0,False,False
84944,0,False,False
125789,0,False,False
160548,0,False,False
183146,0,False,False
74785,0,False,False
117712,0,False,False
127500,0,False,False
188373,0,False,False
48478,0,False,False
140499,0,False,False
65631,0,False,False
103792,0,False,False
113537,0,False,False
30628,0,False,False
5878,0,False,False
35999,0,False,False
55502,0,False,False
106931,0,False,False
57282,0,False,False
14427,0,False,False
62094,0,False,False
104952,0,False,False
129659,0,False,False
116576,0,False,False
170481,0,False,False
23037,0,False,False
4972,0,False,False
41810,0,False,False
66545,0,False,False
94753,1,True,False
162012,0,False,False
11923,0,False,False
47405,0,False,False
13489,0,False,False
109715,0,False,False
3043,0,False,False
80870,9,True,False
83465,2,True,False
116616,0,False,False
107423,0,False,False
18712,0,False,False
57627,0,False,False
18216,0,False,False
72089,0,False,False
105007,0,False,False
103718,0,False,False
184962,0,False,False
108048,0,False,False
186311,0,False,False
113615,0,False,False
38673,0,False,False
164882,0,False,False
63341,0,False,False
128774,0,False,False
79205,0,False,False
32325,0,False,False
11115,0,False,False
143793,0,False,False
62801,0,False,False
165175,0,False,False
32226,0,False,False
171423,0,False,False
58574,0,False,False
182086,2,True,True
106855,0,False,False
141165,0,False,False
98870,1,True,False
14326,0,False,False
157766,0,False,False
37372,0,False,False
65010,0,False,False
65082,0,False,False
113855,0,False,False
172522,0,False,False
183893,0,False,False
65379,0,False,False
77713,0,False,False
7006,0,False,False
90717,0,False,False
72633,0,False,False
170551,0,False,False
168608,0,False,False
17723,0,False,False
86085,0,False,False
81356,0,False,False
31265,0,False,False
180246,0,False,False
80974,0,False,False
158217,0,False,False
4153,6,True,False
111664,0,False,False
1709,0,False,False
123940,0,False,False
15743,0,False,False
179721,0,False,False
17692,0,False,False
24121,0,False,False
145145,0,False,False
164555,0,False,False
108285,0,False,False
134936,0,False,False
128720,0,False,False
107141,0,False,False
164867,0,False,False
24685,0,False,False
18596,0,False,False
183593,0,False,False
87482,0,False,False
82318,0,False,False
25181,0,False,False
124048,0,False,False
139098,0,False,False
7100,0,False,False
27935,0,False,False
161034,0,False,False
18241,0,False,False
53565,0,False,False
176374,0,False,False
131829,0,False,False
133681,0,False,False
113734,0,False,False
44425,0,False,False
130378,0,False,False
32752,0,False,False
17266,0,False,False
20712,0,False,False
3643,0,False,False
160148,0,False,False
65318,0,False,False
154531,0,False,False
112099,0,False,False
93259,0,False,False
142763,0,False,False
3033,0,False,False
168200,0,False,False
59472,0,False,False
109250,0,False,False
66462,0,False,False
185352,0,False,False
85839,0,False,False
82941,0,False,False
141787,0,False,False
2436,0,False,False
160517,0,False,False
132140,0,False,False
180301,0,False,False
151066,0,False,False
77939,0,False,False
11544,0,False,False
76147,0,False,False
68007,0,False,False
19643,0,False,False
22239,0,False,False
32300,0,False,False
185538,0,False,False
24532,0,False,False
4540,0,False,False
38094,0,False,False
180532,0,False,False
53985,0,False,False
163228,0,False,False
107670,0,False,False
84494,0,False,False
63250,0,False,False
175601,0,False,False
104416,0,False,False
94876,0,False,False
105215,0,False,False
112015,0,False,False
41708,0,False,False
110459,0,False,False
133340,0,False,False
91017,1,True,False
79659,1,True,False
12627,0,False,False
80802,5,True,False
53187,0,False,False
170738,0,False,False
173512,0,False,False
154407,0,False,False
105000,0,False,False
22742,0,False,False
174257,0,False,False
70064,2,True,True
75539,0,False,False
46745,0,False,False
27477,0,False,False
11911,0,False,False
111435,0,False,False
114292,0,False,False
27335,0,False,False
65194,0,False,False
49487,0,False,False
171496,0,False,False
66076,0,False,False
178263,0,False,False
128832,0,False,False
137095,0,False,False
92927,0,False,False
135471,0,False,False
89172,0,False,False
127503,0,False,False
24119,0,False,False
17418,0,False,False
154528,0,False,False
159726,0,False,False
54053,0,False,False
38373,1,True,False
164473,0,False,False
58448,2,True,False
109821,0,False,False
86341,0,False,False
94049,0,False,False
130093,0,False,False
90300,1,True,False
112478,0,False,False
35282,0,False,False
105985,0,False,False
22983,0,False,False
160652,0,False,False
30984,0,False,False
67221,4,True,False
64383,0,False,False
135659,0,False,False
65488,2,True,False
66917,0,False,False
137125,0,False,False
50126,0,False,False
70913,0,False,False
11509,0,False,False
106912,0,False,False
64378,0,False,False
103543,0,False,False
179306,0,False,False
128018,0,False,False
79648,0,False,False
107778,0,False,False
162646,0,False,False
41354,0,False,False
989,0,False,False
158061,0,False,False
151292,0,False,False
56116,0,False,False
16752,3,True,False
161627,1,True,False
21085,0,False,False
71823,0,False,False
8528,0,False,False
24653,0,False,False
148777,0,False,False
113995,0,False,False
90448,0,False,False
169171,0,False,False
77879,0,False,False
63410,0,False,False
105277,0,False,False
38525,0,False,False
14247,0,False,False
180707,1,True,False
71744,1,True,False
170279,0,False,False
145514,0,False,False
162425,0,False,False
52628,0,False,False
46133,0,False,False
12572,1,True,False
133313,0,False,False
83089,3,True,False
79274,0,False,False
33874,0,False,False
60108,2,True,False
90084,0,False,False
110316,0,False,False
26959,0,False,False
47780,0,False,False
121527,0,False,False
49322,0,False,False
3702,0,False,False
28536,0,False,False
44820,0,False,False
78244,0,False,False
68681,0,False,False
139644,0,False,False
141373,0,False,False
169021,0,False,False
108975,0,False,False
172054,0,False,False
34078,0,False,False
171615,0,False,False
46400,0,False,False
97424,0,False,False
47812,0,False,False
45186,2,True,False
74451,0,False,False
66847,0,False,False
20570,0,False,False
165642,0,False,False
128190,0,False,False
173682,0,False,False
53345,0,False,False
19914,1,True,False
120745,0,False,False
73371,0,False,False
44290,0,False,False
178422,0,False,False
151285,0,False,False
43818,2,True,False
123070,0,False,False
68368,0,False,False
136934,0,False,False
134012,0,False,False
179643,0,False,False
5783,0,False,False
185602,0,False,False
53533,0,False,False
106779,0,False,False
36619,3,True,False
81299,0,False,False
24574,0,False,False
1786,3,True,False
117204,0,False,False
133119,0,False,False
118469,0,False,False
120702,0,False,False
148275,0,False,False
188453,0,False,False
128515,0,False,False
175036,0,False,False
33003,0,False,False
167004,0,False,False
37488,0,False,False
21042,0,False,False
152317,0,False,False
53348,0,False,False
135830,0,False,False
144970,0,False,False
76965,0,False,False
156,0,False,False
64179,0,False,False
58317,0,False,False
2738,0,False,False
111453,0,False,False
61404,0,False,False
185343,0,False,False
138041,0,False,False
84649,0,False,False
8954,0,False,False
27024,0,False,False
35170,0,False,False
21700,0,False,False
59305,0,False,False
141062,0,False,False
132045,0,False,False
112000,0,False,False
1917,0,False,False
49625,0,False,False
42615,0,False,False
72340,0,False,False
77711,0,False,False
36160,0,False,False
69875,0,False,False
3347,0,False,False
113520,0,False,False
77243,0,False,False
175596,1,True,False
115770,0,False,False
164924,0,False,False
129410,0,False,False
84385,0,False,False
9651,0,False,False
57728,0,False,False
77709,0,False,False
134844,0,False,False
12683,0,False,False
135312,0,False,False
50993,0,False,False
154027,0,False,False
171602,0,False,False
32227,0,False,False
63126,0,False,False
160358,0,False,False
119161,0,False,False
15756,0,False,False
117547,0,False,False
8009,0,False,False
161984,0,False,False
1852,0,False,False
180240,0,False,False
21193,0,False,False
101086,0,False,False
163183,0,False,False
172067,0,False,False
150696,0,False,False
122899,0,False,False
183072,0,False,False
53015,0,False,False
89119,0,False,False
135138,0,False,False
59426,0,False,False
24483,0,False,False
150758,0,False,False
48373,15,True,False
148335,0,False,False
107353,0,False,False
66061,0,False,False
87586,0,False,False
145601,0,False,False
122582,0,False,False
126292,0,False,False
32391,0,False,False
177056,0,False,False
143847,0,False,False
1944,0,False,False
157034,0,False,False
60050,0,False,False
96860,0,False,False
155990,0,False,False
46652,0,False,False
3439,0,False,False
160904,0,False,False
171900,0,False,False
121469,0,False,False
13965,1,True,False
43822,0,False,False
88991,0,False,False
141510,0,False,False
110529,0,False,False
144606,0,False,False
175632,0,False,False
141695,0,False,False
155861,0,False,False
185846,0,False,False
143472,0,False,False
139538,0,False,False
143471,0,False,False
98539,0,False,False
120916,0,False,False
33472,0,False,False
26159,0,False,False
177671,0,False,False
91778,1,True,False
81420,0,False,False
56519,0,False,False
59536,0,False,False
16179,3,True,True
142679,0,False,False
129631,0,False,False
96942,0,False,False
126503,0,False,False
101769,0,False,False
103457,0,False,False
178021,0,False,False
84461,1,True,False
121336,0,False,False
2519,0,False,False
167378,0,False,False
83203,0,False,False
130626,0,False,False
107928,0,False,False
93723,0,False,False
185354,0,False,False
11510,0,False,False
39683,0,False,False
8537,0,False,False
187723,2,True,False
167959,0,False,False
54110,0,False,False
183662,0,False,False
100513,0,False,False
97435,0,False,False
29627,0,False,False
44790,0,False,False
111446,0,False,False
91172,1,True,False
123723,2,True,False
143114,0,False,False
136177,0,False,False
107961,0,False,False
69419,0,False,False
27369,0,False,False
141634,0,False,False
69248,0,False,False
40507,0,False,False
55676,0,False,False
44182,0,False,False
35882,0,False,False
38778,0,False,False
46007,3,True,False
98224,0,False,False
118584,0,False,False
87002,0,False,False
97926,0,False,False
123265,0,False,False
66410,0,False,False
10279,0,False,False
91916,0,False,False
17974,0,False,False
46653,1,True,False
145236,0,False,False
141139,0,False,False
83356,1,True,False
171250,0,False,False
119260,0,False,False
55718,1,True,False
48961,0,False,False
107578,0,False,False
94032,0,False,False
135090,0,False,False
45679,0,False,False
15709,0,False,False
6524,0,False,False
55952,0,False,False
119761,0,False,False
129530,0,False,False
75971,0,False,False
57518,0,False,False
60287,2,True,False
37101,0,False,False
63297,0,False,False
154509,0,False,False
18863,0,False,False
176272,0,False,False
159541,0,False,False
17895,0,False,False
45262,0,False,False
74627,0,False,False
97220,0,False,False
25081,0,False,False
110959,0,False,False
128027,0,False,False
181799,1,True,False
138938,0,False,False
33675,0,False,False
153263,0,False,False
48190,0,False,False
30654,0,False,False
36892,0,False,False
88892,0,False,False
71378,0,False,False
132475,0,False,False
148941,0,False,False
28712,0,False,False
47779,0,False,False
92770,0,False,False
103776,0,False,False
17738,1,True,False
126511,0,False,False
166243,0,False,False
36408,0,False,False
184316,0,False,False
63390,0,False,False
13362,0,False,False
104109,0,False,False
67538,0,False,False
140600,0,False,False
184222,0,False,False
165942,0,False,False
63418,8,True,False
177190,0,False,False
171593,0,False,False
38233,0,False,False
46440,0,False,False
22071,0,False,False
136450,0,False,False
41519,0,False,False
58789,0,False,False
17728,0,False,False
127505,0,False,False
5612,0,False,False
137283,0,False,False
62044,0,False,False
145229,0,False,False
3632,0,False,False
87399,25,True,False
100578,0,False,False
31645,0,False,False
102577,0,False,False
69640,0,False,False
56112,0,False,False
179963,0,False,False
110846,0,False,False
139392,0,False,False
85552,0,False,False
60993,0,False,False
22314,0,False,False
21439,1,True,False
38760,0,False,False
44411,0,False,False
59671,1,True,False
58315,0,False,False
175452,0,False,False
62446,0,False,False
150293,0,False,False
46039,0,False,False
139041,0,False,False
23892,0,False,False
60528,0,False,False
133773,0,False,False
117427,0,False,False
99276,0,False,False
116669,0,False,False
104207,0,False,False
92106,0,False,False
3737,0,False,False
2118,0,False,False
67750,0,False,False
52305,0,False,False
177144,0,False,False
119327,0,False,False
122425,0,False,False
23981,0,False,False
26010,0,False,False
184688,0,False,False
172820,0,False,False
27672,0,False,False
118320,0,False,False
27300,0,False,False
143665,0,False,False
35684,0,False,False
182770,7,True,False
62048,0,False,False
21025,0,False,False
20129,0,False,False
94289,0,False,False
84297,0,False,False
51713,0,False,False
178826,0,False,False
152841,0,False,False
140209,0,False,False
186397,0,False,False
82207,0,False,False
131605,0,False,False
122474,0,False,False
34637,0,False,False
25740,0,False,False
4324,0,False,False
47954,0,False,False
118569,0,False,False
160481,0,False,False
94216,40,True,False
181773,2,True,False
182421,1,True,False
55646,0,False,False
70546,0,False,False
100684,0,False,False
40021,0,False,False
169012,0,False,False
184581,0,False,False
37811,0,False,False
106180,0,False,False
121794,0,False,False
184074,0,False,False
34035,0,False,False
115590,0,False,False
116457,0,False,False
28748,0,False,False
101787,0,False,False
92678,0,False,False
24894,3,True,False
141942,0,False,False
34517,0,False,False
91361,0,False,False
48596,0,False,False
2034,5,True,False
28695,0,False,False
52474,0,False,False
181518,0,False,False
96079,3,True,False
186157,0,False,False
139461,0,False,False
146697,0,False,False
38260,0,False,False
134891,0,False,False
115132,0,False,False
601,0,False,False
44652,0,False,False
178094,0,False,False
35292,0,False,False
139571,0,False,False
126289,0,False,False
35722,0,False,False
36852,0,False,False
23370,0,False,False
139894,0,False,False
156822,0,False,False
95420,0,False,False
82043,0,False,False
170475,0,False,False
147513,0,False,False
149966,0,False,False
154837,0,False,False
59102,0,False,False
129090,0,False,False
73304,0,False,False
137896,0,False,False
120439,0,False,False
147370,0,False,False
130590,0,False,False
164632,0,False,False
57444,0,False,False
148589,0,False,False
74422,0,False,False
174957,2,True,False
132676,0,False,False
15273,0,False,False
149792,0,False,False
172883,0,False,False
69967,0,False,False
79429,0,False,False
4909,0,False,False
182012,0,False,False
99916,0,False,False
105586,0,False,False
74021,0,False,False
26773,0,False,False
78028,0,False,False
102327,0,False,False
4426,0,False,False
178638,0,False,False
159866,0,False,False
161493,0,False,False
13711,0,False,False
92433,0,False,False
27729,0,False,False
111383,0,False,False
104167,0,False,False
74581,0,False,False
61832,0,False,False
150957,0,False,False
136699,0,False,False
179624,0,False,False
43431,0,False,False
2820,0,False,False
133775,0,False,False
9631,0,False,False
128219,0,False,False
88720,3,True,False
187285,0,False,False
122608,0,False,False
44772,0,False,False
31248,0,False,False
123076,0,False,False
115154,0,False,False
154607,0,False,False
35491,0,False,False
78454,0,False,False
129365,0,False,False
184339,0,False,False
153001,1,True,False
33380,0,False,False
138210,0,False,False
44618,7,True,True
166664,0,False,False
136658,0,False,False
35804,0,False,False
98390,0,False,False
148140,0,False,False
41643,1,True,False
57298,0,False,False
136664,0,False,False
141436,0,False,False
33913,0,False,False
13844,0,False,False
163096,0,False,False
32939,0,False,False
21365,0,False,False
11101,0,False,False
178360,0,False,False
37098,0,False,False
30110,4,True,False
106053,0,False,False
64326,0,False,False
186273,0,False,False
175639,0,False,False
162302,0,False,False
141302,0,False,False
57708,2,True,False
103739,0,False,False
74406,0,False,False
48601,0,False,False
114189,0,False,False
26654,0,False,False
23875,1,True,True
110328,0,False,False
67343,0,False,False
138133,0,False,False
142149,0,False,False
158286,0,False,False
61839,0,False,False
94378,1,True,False
161402,0,False,False
27412,0,False,False
96965,0,False,False
113331,0,False,False
168634,0,False,False
14806,0,False,False
180791,2,True,False
137766,0,False,False
76289,1,True,False
83511,0,False,False
54697,1,True,False
59528,0,False,False
58811,0,False,False
2543,1,True,False
84848,0,False,False
165795,0,False,False
39175,0,False,False
170592,0,False,False
166028,0,False,False
161121,0,False,False
56284,0,False,False
24646,0,False,False
75597,1,True,False
180394,0,False,False
146426,0,False,False
60668,0,False,False
92333,0,False,False
132658,0,False,False
1438,0,False,False
122614,0,False,False
59445,0,False,False
1537,0,False,False
12850,0,False,False
10356,0,False,False
29,2,True,False
176779,0,False,False
47167,0,False,False
84960,0,False,False
106871,0,False,False
4195,0,False,False
140907,0,False,False
77025,0,False,False
93696,0,False,False
20708,0,False,False
139202,0,False,False
75981,0,False,False
35467,0,False,False
7838,0,False,False
2901,0,False,False
137116,0,False,False
53918,0,False,False
87095,0,False,False
56293,4,True,False
66854,0,False,False
111961,0,False,False
21310,0,False,False
123391,0,False,False
175841,0,False,False
50213,1,True,False
186521,0,False,False
154975,0,False,False
136442,0,False,False
153749,0,False,False
164006,0,False,False
89640,0,False,False
22494,0,False,False
22388,0,False,False
40333,0,False,False
63688,0,False,False
15183,0,False,False
131094,0,False,False
163005,0,False,False
148678,0,False,False
112706,0,False,False
43778,0,False,False
116868,0,False,False
97024,0,False,False
125077,0,False,False
70306,0,False,False
185297,0,False,False
38087,0,False,False
71200,0,False,False
73540,0,False,False
176640,0,False,False
182407,0,False,False
159074,0,False,False
61787,0,False,False
160771,0,False,False
142499,0,False,False
157060,0,False,False
115247,0,False,False
179294,0,False,False
53867,0,False,False
171762,4,True,False
183913,0,False,False
57330,0,False,False
29269,0,False,False
78557,1,True,False
140713,0,False,False
147763,0,False,False
50697,0,False,False
44022,0,False,False
38237,0,False,False
111801,0,False,False
159051,0,False,False
102738,0,False,False
78844,0,False,False
186923,1,True,False
129760,0,False,False
105025,0,False,False
21691,0,False,False
77794,1,True,False
6766,0,False,False
34921,0,False,False
111764,0,False,False
149116,0,False,False
169172,0,False,False
142535,0,False,False
1501,0,False,False
75908,0,False,False
145894,0,False,False
141357,0,False,False
99237,0,False,False
82831,0,False,False
13988,0,False,False
172075,0,False,False
117118,0,False,False
90047,0,False,False
97285,0,False,False
94558,0,False,False
112405,0,False,False
151338,0,False,False
48305,0,False,False
53750,0,False,False
145336,0,False,False
107986,0,False,False
131259,0,False,False
128375,0,False,False
97026,0,False,False
34832,0,False,False
150872,0,False,False
28787,0,False,False
86952,0,False,False
175159,2,True,False
103901,0,False,False
185107,1,True,False
37043,0,False,False
117689,0,False,False
24932,0,False,False
38721,0,False,False
91047,0,False,False
93230,8,True,False
108806,0,False,False
148407,0,False,False
88705,0,False,False
125496,0,False,False
26527,1,True,False
167555,0,False,False
116358,0,False,False
112933,0,False,False
55154,7,True,False
174422,0,False,False
102210,0,False,False
125129,0,False,False
43800,0,False,False
137537,0,False,False
149631,0,False,False
68210,0,False,False
187929,0,False,False
184234,0,False,False
131275,0,False,False
24651,0,False,False
65353,0,False,False
77735,0,False,False
52530,0,False,False
123029,0,False,False
67761,0,False,False
15526,0,False,False
7383,0,False,False
168451,0,False,False
142741,0,False,False
161647,0,False,False
18392,0,False,False
42049,0,False,False
21359,0,False,False
15767,0,False,False
83143,0,False,False
159343,0,False,False
174630,0,False,False
185031,0,False,False
165022,0,False,False
11090,0,False,False
83289,0,False,False
164044,0,False,False
183750,0,False,False
107964,0,False,False
156557,0,False,False
188422,0,False,False
60600,0,False,False
60945,0,False,False
82409,0,False,False
43484,0,False,False
6693,0,False,False
81028,0,False,False
17461,0,False,False
98645,0,False,False
148591,0,False,False
129662,0,False,False
142056,0,False,False
112361,0,False,False
175711,0,False,False
30738,0,False,False
162928,0,False,False
66684,0,False,False
84378,0,False,False
106929,0,False,False
48901,0,False,False
99847,0,False,False
158309,0,False,False
86543,0,False,False
146264,0,False,False
3740,0,False,False
166892,0,False,False
33038,0,False,False
167875,0,False,False
54417,0,False,False
71340,0,False,False
33762,0,False,False
113649,0,False,False
46580,1,True,False
82677,0,False,False
21036,0,False,False
4830,0,False,False
47373,0,False,False
179221,0,False,False
80278,0,False,False
7673,0,False,False
173241,0,False,False
8163,0,False,False
49742,0,False,False
28829,0,False,False
80282,0,False,False
88876,2,True,False
163961,0,False,False
548,0,False,False
43610,1,True,False
103708,0,False,False
151209,0,False,False
149255,0,False,False
124056,0,False,False
110391,0,False,False
104251,0,False,False
116949,0,False,False
154773,0,False,False
49364,0,False,False
93198,0,False,False
85129,0,False,False
84811,0,False,False
66888,0,False,False
15574,0,False,False
115339,0,False,False
165160,0,False,False
43317,0,False,False
181419,0,False,False
166106,0,False,False
125398,0,False,False
76122,0,False,False
86395,0,False,False
184006,0,False,False
106589,0,False,False
33333,0,False,False
98857,0,False,False
132223,0,False,False
84957,0,False,False
61425,0,False,False
182397,0,False,False
176620,0,False,False
49474,0,False,False
5552,0,False,False
170309,0,False,False
187288,0,False,False
170204,0,False,False
55434,0,False,False
167791,0,False,False
4260,0,False,False
61451,0,False,False
112316,0,False,False
154718,0,False,False
72088,0,False,False
49464,0,False,False
145027,0,False,False
53430,0,False,False
187874,0,False,False
8450,0,False,False
97315,0,False,False
95632,0,False,False
50557,0,False,False
108387,0,False,False
101398,0,False,False
188265,0,False,False
187820,0,False,False
4676,3,True,False
39408,0,False,False
35652,0,False,False
58236,0,False,False
19687,0,False,False
2155,0,False,False
169345,0,False,False
124263,0,False,False
131925,0,False,False
185237,0,False,False
125475,0,False,False
40436,0,False,False
5960,0,False,False
117492,0,False,False
181024,0,False,False
135793,0,False,False
130905,0,False,False
56521,0,False,False
180218,0,False,False
131081,0,False,False
131234,0,False,False
135558,0,False,False
170805,0,False,False
29387,0,False,False
169025,0,False,False
176198,0,False,False
126827,0,False,False
27561,0,False,False
102983,0,False,False
102229,0,False,False
17013,0,False,False
125834,0,False,False
88835,0,False,False
110743,0,False,False
80626,0,False,False
164093,0,False,False
106775,0,False,False
134924,0,False,False
54026,0,False,False
131509,0,False,False
47483,0,False,False
82088,0,False,False
127140,0,False,False
38421,0,False,False
105741,0,False,False
122488,0,False,False
22988,0,False,False
79965,0,False,False
84678,0,False,False
22524,0,False,False
53597,0,False,False
40911,0,False,False
127351,0,False,False
12444,2,True,False
46451,0,False,False
101561,0,False,False
23946,0,False,False
85541,0,False,False
147889,0,False,False
56289,0,False,False
19726,0,False,False
119026,0,False,False
2413,1,True,False
38078,0,False,False
134049,0,False,False
418,0,False,False
125664,0,False,False
9078,0,False,False
55878,0,False,False
2266,0,False,False
55014,0,False,False
160000,0,False,False
135494,0,False,False
160363,0,False,False
10371,0,False,False
174180,0,False,False
139567,0,False,False
97448,0,False,False
150829,0,False,False
19279,0,False,False
162549,0,False,False
36894,0,False,False
157763,0,False,False
86985,0,False,False
12671,0,False,False
186170,0,False,False
96589,0,False,False
123736,0,False,False
147401,0,False,False
47075,0,False,False
41369,0,False,False
176021,0,False,False
79520,0,False,False
144868,0,False,False
59418,0,False,False
16206,4,True,True
122271,0,False,False
112270,0,False,False
105235,0,False,False
133506,0,False,False
87203,0,False,False
174330,0,False,False
183301,6,True,True
149217,0,False,False
66270,0,False,False
65959,3,True,False
113071,0,False,False
53687,1,True,False
59233,0,False,False
3968,0,False,False
170323,0,False,False
4175,0,False,False
42080,0,False,False
29521,0,False,False
136129,0,False,False
112366,0,False,False
119661,0,False,False
26667,0,False,False
164690,0,False,False
146450,0,False,False
114903,0,False,False
80585,0,False,False
186611,0,False,False
96991,0,False,False
100781,0,False,False
98038,0,False,False
8388,0,False,False
121139,0,False,False
61323,0,False,False
76603,1,True,False
111633,0,False,False
147665,0,False,False
113754,0,False,False
64813,1,True,False
58242,0,False,False
167998,0,False,False
28464,2,True,True
7271,0,False,False
13630,0,False,False
133924,0,False,False
145744,0,False,False
126689,0,False,False
139345,0,False,False
162692,0,False,False
71042,0,False,False
46705,0,False,False
2417,0,False,False
183639,0,False,False
101217,0,False,False
100460,0,False,False
123534,0,False,False
145753,0,False,False
63970,0,False,False
29359,0,False,False
18236,0,False,False
184780,0,False,False
138532,0,False,False
